#,Time,DNI (W/m2),Air Temp. (C),Humidity (%),Wind Speed (m/s),Av. Surface temp (non-heated zone) (C) 
1,12/30/18 12:15 AM,0.0,1.7,78.0,2.7,3.5
2,12/30/18 12:30 AM,0.0,1.7,78.0,2.7,3.4
3,12/30/18 12:45 AM,0.0,1.7,78.0,2.7,3.3
4,12/30/18 1:00 AM,0.0,1.7,78.0,2.7,3.2
5,12/30/18 1:15 AM,0.0,2.2,76.0,1.3,3.1
6,12/30/18 1:30 AM,0.0,2.2,76.0,1.3,3.1
7,12/30/18 1:45 AM,0.0,2.2,76.0,1.3,3.0
8,12/30/18 2:00 AM,0.0,2.2,76.0,1.3,3.0
9,12/30/18 2:15 AM,0.0,2.8,73.0,1.3,3.0
10,12/30/18 2:30 AM,0.0,2.8,73.0,1.3,2.9
11,12/30/18 2:45 AM,0.0,2.8,73.0,1.3,2.9
12,12/30/18 3:00 AM,0.0,2.8,73.0,1.3,2.8
13,12/30/18 3:15 AM,0.0,3.3,70.0,1.3,2.8
14,12/30/18 3:30 AM,0.0,3.3,70.0,1.3,2.8
15,12/30/18 3:45 AM,0.0,3.3,70.0,1.3,2.8
16,12/30/18 4:00 AM,0.0,3.3,70.0,1.3,2.7
17,12/30/18 4:15 AM,0.0,3.3,73.0,0.0,2.7
18,12/30/18 4:30 AM,0.0,3.3,73.0,0.0,2.7
19,12/30/18 4:45 AM,0.0,3.3,73.0,0.0,2.7
20,12/30/18 5:00 AM,0.0,3.3,73.0,0.0,2.7
21,12/30/18 5:15 AM,0.0,3.3,73.0,2.7,2.7
22,12/30/18 5:30 AM,0.0,3.3,73.0,2.7,2.7
23,12/30/18 5:45 AM,0.0,3.3,73.0,2.7,2.7
24,12/30/18 6:00 AM,0.0,3.3,73.0,2.7,2.7
25,12/30/18 6:15 AM,0.0,3.3,73.0,2.7,2.7
26,12/30/18 6:30 AM,0.0,3.3,73.0,2.7,2.7
27,12/30/18 6:45 AM,0.0,3.3,73.0,2.7,2.7
28,12/30/18 7:00 AM,0.0,3.3,73.0,2.7,2.7
29,12/30/18 7:15 AM,0.0,3.9,70.0,2.7,2.8
30,12/30/18 7:30 AM,10.0,3.9,70.0,2.7,2.8
31,12/30/18 7:45 AM,10.0,3.9,70.0,2.7,2.8
32,12/30/18 8:00 AM,0.0,3.9,70.0,2.7,2.9
33,12/30/18 8:15 AM,0.0,4.4,68.0,0.0,2.9
34,12/30/18 8:30 AM,0.0,4.4,68.0,0.0,2.9
35,12/30/18 8:45 AM,0.0,4.4,68.0,0.0,2.9
36,12/30/18 9:00 AM,0.0,4.4,68.0,0.0,2.9
37,12/30/18 9:15 AM,0.0,4.4,70.0,2.2,3.0
38,12/30/18 9:30 AM,0.0,4.4,70.0,2.2,3.0
39,12/30/18 9:45 AM,0.0,4.4,70.0,2.2,3.0
40,12/30/18 10:00 AM,0.0,4.4,70.0,2.2,3.1
41,12/30/18 10:15 AM,0.0,5.0,67.0,1.3,3.1
42,12/30/18 10:30 AM,0.0,5.0,67.0,1.3,3.2
43,12/30/18 10:45 AM,0.0,5.0,67.0,1.3,3.2
44,12/30/18 11:00 AM,0.0,5.0,67.0,1.3,3.2
45,12/30/18 11:15 AM,0.0,4.4,73.0,2.2,3.3
46,12/30/18 11:30 AM,0.0,4.4,73.0,2.2,3.3
47,12/30/18 11:45 AM,0.0,4.4,73.0,2.2,3.4
48,12/30/18 12:00 PM,0.0,4.4,73.0,2.2,3.4
49,12/30/18 12:15 PM,0.0,5.0,73.0,1.3,3.5
50,12/30/18 12:30 PM,0.0,5.0,73.0,1.3,3.6
51,12/30/18 12:45 PM,0.0,5.0,73.0,1.3,3.7
52,12/30/18 1:00 PM,0.0,5.0,73.0,1.3,3.9
53,12/30/18 1:15 PM,0.0,5.0,73.0,2.2,4.0
54,12/30/18 1:30 PM,0.0,5.0,73.0,2.2,4.1
55,12/30/18 1:45 PM,0.0,5.0,73.0,2.2,4.1
56,12/30/18 2:00 PM,6.0,5.0,73.0,2.2,4.2
57,12/30/18 2:15 PM,6.0,3.9,89.0,2.2,4.2
58,12/30/18 2:30 PM,2.0,3.9,89.0,2.2,4.3
59,12/30/18 2:45 PM,2.0,3.9,89.0,2.2,4.4
60,12/30/18 3:00 PM,3.0,3.9,89.0,2.2,4.5
61,12/30/18 3:15 PM,3.0,3.9,93.0,2.7,4.6
62,12/30/18 3:30 PM,33.0,3.9,93.0,2.7,4.6
63,12/30/18 3:45 PM,33.0,3.9,93.0,2.7,4.7
64,12/30/18 4:00 PM,2.0,3.9,93.0,2.7,4.7
65,12/30/18 4:15 PM,2.0,3.9,96.0,1.3,4.7
66,12/30/18 4:30 PM,39.0,3.9,96.0,1.3,4.7
67,12/30/18 4:45 PM,39.0,3.9,96.0,1.3,4.7
68,12/30/18 5:00 PM,56.0,3.9,96.0,1.3,4.7
69,12/30/18 5:15 PM,56.0,3.9,96.0,0.0,4.7
70,12/30/18 5:30 PM,0.0,3.9,96.0,0.0,4.7
71,12/30/18 5:45 PM,0.0,3.9,96.0,0.0,4.7
72,12/30/18 6:00 PM,0.0,3.9,96.0,0.0,4.6
73,12/30/18 6:15 PM,0.0,3.9,10.0,0.0,4.6
74,12/30/18 6:30 PM,0.0,3.9,10.0,0.0,4.6
75,12/30/18 6:45 PM,0.0,3.9,10.0,0.0,4.6
76,12/30/18 7:00 PM,0.0,3.9,10.0,0.0,4.7
77,12/30/18 7:15 PM,0.0,3.9,10.0,2.2,4.7
78,12/30/18 7:30 PM,0.0,3.9,10.0,2.2,4.7
79,12/30/18 7:45 PM,0.0,3.9,10.0,2.2,4.7
80,12/30/18 8:00 PM,0.0,3.9,10.0,2.2,4.7
81,12/30/18 8:15 PM,0.0,4.4,93.0,4.0,4.7
82,12/30/18 8:30 PM,0.0,4.4,93.0,4.0,4.7
83,12/30/18 8:45 PM,0.0,4.4,93.0,4.0,4.7
84,12/30/18 9:00 PM,0.0,4.4,93.0,4.0,4.7
85,12/30/18 9:15 PM,0.0,3.9,10.0,2.7,4.7
86,12/30/18 9:30 PM,0.0,3.9,10.0,2.7,4.6
87,12/30/18 9:45 PM,0.0,3.9,10.0,2.7,4.6
88,12/30/18 10:00 PM,0.0,3.9,10.0,2.7,4.6
89,12/30/18 10:15 PM,0.0,4.4,97.0,2.2,4.6
90,12/30/18 10:30 PM,0.0,4.4,97.0,2.2,4.6
91,12/30/18 10:45 PM,0.0,4.4,97.0,2.2,4.6
92,12/30/18 11:00 PM,0.0,4.4,97.0,2.2,4.6
93,12/30/18 11:15 PM,0.0,4.4,93.0,5.8,4.6
94,12/30/18 11:30 PM,0.0,4.4,93.0,5.8,4.6
95,12/30/18 11:45 PM,0.0,4.4,93.0,5.8,4.6
96,12/31/18 12:00 AM,0.0,4.4,93.0,5.8,4.6
97,12/31/18 12:15 AM,0.0,4.4,97.0,4.0,4.5
98,12/31/18 12:30 AM,0.0,4.4,97.0,4.0,4.5
99,12/31/18 12:45 AM,0.0,4.4,97.0,4.0,4.5
100,12/31/18 1:00 AM,0.0,4.4,97.0,4.0,4.6
101,12/31/18 1:15 AM,0.0,5.0,93.0,2.7,4.6
102,12/31/18 1:30 AM,0.0,5.0,93.0,2.7,4.5
103,12/31/18 1:45 AM,0.0,5.0,93.0,2.7,4.5
104,12/31/18 2:00 AM,0.0,5.0,93.0,2.7,4.5
105,12/31/18 2:15 AM,0.0,4.4,93.0,3.1,4.5
106,12/31/18 2:30 AM,0.0,4.4,93.0,3.1,4.5
107,12/31/18 2:45 AM,0.0,4.4,93.0,3.1,4.5
108,12/31/18 3:00 AM,0.0,4.4,93.0,3.1,4.5
109,12/31/18 3:15 AM,0.0,5.0,96.0,4.0,4.5
110,12/31/18 3:30 AM,0.0,5.0,96.0,4.0,4.5
111,12/31/18 3:45 AM,0.0,5.0,96.0,4.0,4.5
112,12/31/18 4:00 AM,0.0,5.0,96.0,4.0,4.5
113,12/31/18 4:15 AM,0.0,6.7,89.0,5.4,4.5
114,12/31/18 4:30 AM,0.0,6.7,89.0,5.4,4.5
115,12/31/18 4:45 AM,0.0,6.7,89.0,5.4,4.5
116,12/31/18 5:00 AM,0.0,6.7,89.0,5.4,4.5
117,12/31/18 5:15 AM,0.0,10.0,71.0,7.6,4.5
118,12/31/18 5:30 AM,0.0,10.0,71.0,7.6,4.4
119,12/31/18 5:45 AM,0.0,10.0,71.0,7.6,4.4
120,12/31/18 6:00 AM,0.0,10.0,71.0,7.6,4.3
121,12/31/18 6:15 AM,0.0,12.2,57.0,6.7,4.2
122,12/31/18 6:30 AM,0.0,12.2,57.0,6.7,4.3
123,12/31/18 6:45 AM,0.0,12.2,57.0,6.7,4.3
124,12/31/18 7:00 AM,0.0,12.2,57.0,6.7,4.3
125,12/31/18 7:15 AM,0.0,13.9,47.0,5.8,4.1
126,12/31/18 7:30 AM,30.0,13.9,47.0,5.8,4.0
127,12/31/18 7:45 AM,30.0,13.9,47.0,5.8,3.8
128,12/31/18 8:00 AM,172.0,13.9,47.0,5.8,3.7
129,12/31/18 8:15 AM,172.0,15.0,42.0,5.8,3.6
130,12/31/18 8:30 AM,336.0,15.0,42.0,5.8,3.6
131,12/31/18 8:45 AM,336.0,15.0,42.0,5.8,3.6
132,12/31/18 9:00 AM,451.0,15.0,42.0,5.8,3.6
133,12/31/18 9:15 AM,451.0,15.6,41.0,5.8,3.7
134,12/31/18 9:30 AM,515.0,15.6,41.0,5.8,3.9
135,12/31/18 9:45 AM,515.0,15.6,41.0,5.8,4.2
136,12/31/18 10:00 AM,424.0,15.6,41.0,5.8,4.5
137,12/31/18 10:15 AM,424.0,16.1,39.0,4.5,4.9
138,12/31/18 10:30 AM,597.0,16.1,39.0,4.5,5.4
139,12/31/18 10:45 AM,597.0,16.1,39.0,4.5,6.0
140,12/31/18 11:00 AM,593.0,16.1,39.0,4.5,6.4
141,12/31/18 11:15 AM,593.0,15.6,41.0,3.6,6.8
142,12/31/18 11:30 AM,552.0,15.6,41.0,3.6,7.3
